accession,geno,choice,name,ID,species,pop_dapc8,pop_dapc8_ID,pop_dapc5,Lat,Long,Soil.all,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51
Mb1337,Mb1337#900,0,noone,NA,flor,Flor_Taiwan,M5,4,24.1002,121.192,11851,7.678064846,2.075258035,-3.560572406,3.672839653,-1.471023683,-1.265632925,0.469743933,0.241469749,0.358275805,-0.906325903,0.516104148,0.069595982,-0.157866581,-0.500274111,0.629272499,0.331924172,-0.234613316,0.21468652,0.223940256,-0.077693796,-0.430800584,-0.133691428,0.190915945,-0.303167434,-0.06573955,-0.013603847,0.002034538,0.042710921,-0.244165736,-0.012714689,-0.047344188,0.015838703,0.021782293,-0.074016003,0.067917206,0.054173037,0.049637844,-0.010070965,0.013741362,-0.006738504,0.009327442,0.001083509,-0.000691924,-0.007263978,-0.006103178,0.001911808,0.001081554,-0.002771003,-0.001482004,4.18E-05,-1.58E-15
Mb1457,Mb1457#8,0,noone,NA,flor,Flor_Taiwan,M5,4,23.98961,121.02271,11379,5.472307827,-1.759013305,-3.032347196,2.963360227,1.62750117,1.175691996,-2.820845878,0.192062752,2.974499487,0.002324509,0.571233742,0.041385337,0.330402496,1.535421606,-3.658610094,-1.426803241,2.260120919,-0.487369014,0.033586989,0.553272762,-0.227671876,0.952619556,1.906280121,-0.212437801,0.103606423,-0.100038393,0.2894684,0.335839706,0.241738056,-0.30219004,0.172368485,-0.008010784,0.500872067,-0.078266773,-0.177152608,-0.048312895,0.122281836,-0.110184672,0.133660786,-0.092082095,-0.173944168,0.005404178,0.046477932,-0.060616789,0.017240043,0.021027236,0.007893968,0.008340129,-0.001942654,0.00218425,2.03E-15
Mb1461,Mb1461#8,0,noone,NA,flor,Flor_Taiwan,M5,4,24.86681,121.12472,11804,4.762633726,-8.510456685,0.480406498,0.117654679,-1.949617795,1.251213711,-1.203822762,0.278364576,-0.330146391,-0.660629494,0.684527958,-0.603553113,0.498460211,0.101750358,0.01531703,-0.662339356,-0.319728293,-0.667776691,0.662836774,-0.079786309,-0.47821765,-0.038690506,0.045917054,0.394594289,0.083929847,-0.219340478,0.063613001,-0.209713465,0.132983448,0.028507088,-0.095840766,-0.139626938,-0.030252569,-0.135737587,0.038770233,-0.030923937,0.081385478,0.058676813,0.049021962,-0.03938465,-0.002908431,0.041198229,-0.011304789,0.022745024,0.019092489,0.008387215,-0.004954731,-0.01076375,-0.001998022,-0.000186389,3.89E-16
Mb450,Mb450,0,noone,NA,sin,Flor_Taiwan,M5,4,23.4905,120.891,11864,5.450799663,1.32621754,-3.705367834,6.076013606,-2.193716044,-4.868430805,-1.080260564,-1.912285554,-3.07319928,-0.397592894,-0.480630921,0.002258266,0.188142804,0.48832671,-0.575579313,-0.649833471,-0.316782835,0.354218906,0.200907982,-0.406583376,0.325661803,0.004485979,-0.141072696,0.025268814,-0.121470615,0.009170501,-0.095732728,0.090110915,0.359283466,0.077770302,0.123854454,0.090803051,-0.018768477,0.036563648,0.030482433,0.124365681,0.025906772,-0.065213146,-0.019356678,-0.038021212,-0.026504512,0.013308032,0.006762726,0.003618122,0.011441012,-0.013865726,-0.007478669,-0.00514092,0.001890016,-4.21E-05,-1.80E-15
Mb454,Mb454,0,noone,NA,sin,Flor_Taiwan,M5,4,24.0097,121.115,11851,5.80648945,-0.290566466,-2.99733247,2.947734247,0.889096627,1.316394138,-2.474600293,1.107998367,1.311067642,-1.440026719,0.613898325,-0.597702878,-0.37032753,0.376901786,0.384535247,0.582720296,0.083427622,-0.415526302,0.106679639,-0.013933343,-0.121889359,0.154512899,-0.101109108,0.266065018,-0.026097771,0.044777786,0.123579836,0.035687197,0.085130022,-0.040178608,0.026254212,0.041274276,-0.029983355,-0.035351318,0.142890841,-0.024097472,-0.01272866,-0.097903799,-0.017310376,0.014594735,-0.033778514,0.01098836,-0.013186285,0.016524713,0.000318643,-0.000834223,0.002548576,-0.004483982,0.00074491,-0.000137873,-1.53E-15
Mb460,Mb460,0,noone,NA,trans,Flor_Taiwan,M5,4,24.1432,121.282,11879,5.835935242,2.138991753,-2.816969239,5.800180803,-2.657868623,-4.874547311,2.256209395,-2.37560236,-3.878137526,-1.128012145,-0.145641984,0.468863945,0.471141636,-0.010535008,-0.325267869,-0.209800062,-0.30385814,-0.403101594,0.424816356,0.157393045,-1.667147765,-0.444779329,0.365784597,0.381366372,0.324332473,0.211083465,0.011641215,-0.216162391,0.080583241,-0.037101441,0.017612771,0.004928143,0.0256296,0.161154435,-0.059299893,-0.073634964,-0.019237967,0.014022786,-0.03234622,0.025051651,0.041019057,-8.54E-05,0.015717924,-0.003722429,0.002233233,-0.003324168,0.006413477,0.005440929,-0.000149504,-0.000184511,-6.38E-16
Mb836,Mb836#22,0,noone,NA,sin,Flor_Taiwan,M5,4,18.5004,109.305,11767,5.510967848,-5.754231699,-3.63790755,-0.360624374,2.423928914,4.093873973,-6.17423298,-2.658010208,-0.90445024,-1.839533639,2.430537241,0.578839925,-0.148075266,1.367794328,0.576142893,0.246094295,-0.136692745,-0.952287912,-0.956440591,1.071262092,-0.20025166,0.121141609,0.062996354,-0.306757841,-0.225205751,-0.328733861,0.620871311,-0.198473457,-0.197402648,0.046005512,0.075585204,-0.163522573,-0.056361495,0.142103439,-0.183476627,0.417596866,-0.03485583,0.127050458,-0.079919014,0.214255605,0.117205026,0.093950174,-0.091254415,-0.025568485,0.073573919,-0.026337008,-0.002986539,0.003258889,0.001912595,0.001330778,-3.83E-15
Mb851,Mb851#1,0,noone,NA,sin,Flor_Taiwan,M5,4,23.4168,113.258,11616,-1.959969047,-2.898422221,-0.992583032,6.580518493,4.094112893,-0.157456434,-1.844354775,1.820922487,1.122085027,0.481803166,-0.476281557,0.630914917,0.363082761,0.97492137,0.6736038,-0.860076795,0.208501292,-0.53727111,0.108451783,0.217411935,-0.157634248,-0.148145832,-0.111573371,0.09671071,-0.003130722,-0.140307071,0.039069319,-0.053613557,0.213035673,0.057852123,-0.133004243,-0.089771342,-0.020216719,-0.083813191,-0.021380995,-0.058708942,-0.042534169,0.024428169,-0.033064934,0.01238944,-0.021810277,0.061012002,0.020994485,0.096076841,0.004779582,0.019758875,-0.010068864,-0.004293226,0.001437492,0.000296291,-8.53E-16
Mb855,Mb855#21,0,noone,NA,sin,Flor_Taiwan,M5,4,23.0965,113.172,11616,-2.031594732,-2.978924466,-0.910542382,6.566446096,4.210776747,0.00097582,-1.886028402,1.854471941,1.146379524,0.109937207,-0.264521458,0.524227645,0.441192066,1.002747779,0.646298732,-0.855287799,0.196309665,-0.605077431,0.0538283,0.241501871,0.072972313,-0.015557395,-0.112222875,0.216979346,-0.04557191,-0.246964955,-0.068903122,-0.128443601,0.239852724,0.070939977,-0.201150041,-0.138464245,-0.029579515,-0.103536265,-0.039599283,-0.084739098,-0.071894218,0.018720187,-0.008791044,0.02104008,-0.027799016,0.055777758,0.01363934,0.097077312,-0.002154971,0.021529882,-0.016418224,-0.005039101,0.001321772,0.000403713,-1.28E-15
Mb987,Mb987#1,0,noone,NA,flor,Flor_Taiwan,M5,4,23.4571,120.685,11851,6.897885054,0.173335141,-4.600445505,4.093447726,-0.222499224,-0.525614068,-4.185497205,0.931678089,1.316338524,0.189886868,-0.310810475,-0.345153357,-1.021674239,-0.213845598,0.0423755,0.385811803,0.405275313,-0.165610342,0.199069722,-0.598155578,0.403817084,0.282767909,-0.099369133,0.384793702,-0.11447587,0.063919184,0.031420894,-0.07812674,0.116813307,0.004158909,0.031041256,0.093368589,-0.042817713,0.03962798,0.081752571,-0.04320986,-0.174161987,-0.140048786,-0.053375354,0.090615226,-0.086084784,0.017976471,-0.042685121,-0.003591694,-0.012002887,0.003259663,0.003126472,-0.002301584,-0.00146153,-4.36E-05,-1.25E-15
Mb995,Mb995#2,0,noone,NA,flor,Flor_Taiwan,M5,4,23.5214,120.911,11839,6.406043103,-0.810364567,-3.161933731,2.726918689,-2.010074624,-1.613396795,-3.053114671,0.48651535,-0.019033096,-1.707333967,0.139953739,0.602392062,0.288121313,0.709997759,-0.492377266,-0.321108631,0.423843308,-0.283523087,-0.377642301,0.146343624,0.484692066,-0.265808558,-0.359746461,0.284163974,0.001385023,0.012649518,0.021211037,0.002267076,-0.190917822,-0.181209221,0.177967611,0.073515615,0.050732584,-0.036035999,-0.011843841,-0.066213456,0.127228766,0.045976045,-0.01134044,0.039703411,0.033385141,-0.006439797,-0.007241523,0.000801694,0.012082487,0.003759367,0.004720892,0.004694943,0.00173662,-0.000188852,-4.36E-15
Mb1093,Mb1093#47,0,noone,NA,sacc,Hyb,M7,5,29.0319,111.345,11376,1.80227945,-0.080784177,-1.403156467,-1.688972626,2.722652798,2.208249751,-0.359231861,1.300293985,1.46768363,-0.917904437,-0.557951864,-0.219380375,-0.760744169,-0.555224778,0.486579877,0.942881549,0.054978439,0.509493264,-0.00315714,-0.232705944,-0.051405232,0.170517503,-0.001549466,0.020403233,0.210486373,0.005977953,-0.029955102,0.135956909,-0.038388776,-0.031111336,-0.024314957,0.010197241,0.028104157,-0.015196427,0.02086938,-0.044903987,-0.069542675,-0.007011467,-0.001556718,-0.002788169,0.006906093,0.019230462,0.021524913,-0.018457668,0.017343629,-0.007309857,0.008179804,-0.005445677,0.004449855,4.43E-05,-3.05E-16
Mb1125,Mb1125#53,0,noone,NA,flor,Hyb,M7,5,24.6203,121.489,11389,8.120213772,0.256980966,-2.745105518,3.049637115,0.806986247,1.325428994,1.968436344,0.968610313,2.710821026,0.547358262,0.868177659,-0.491397235,0.207025882,-0.504394987,-0.149976628,0.786825956,0.264875758,0.383323431,-0.019361459,0.742898258,0.659632504,-0.001874875,0.174737823,0.033210301,0.307111944,0.02547914,-0.143248011,-0.107145305,0.125274611,0.05887286,0.106247994,-0.147189067,-0.131287103,0.099071728,-0.076347644,-0.033638262,0.054936966,0.016523339,0.011774001,-0.020498419,-0.013923589,-0.003457276,-0.011724892,-0.003219127,0.004693408,-0.01323502,-0.008284668,0.003788938,0.00122682,-0.000410791,3.03E-15
Mb1130,Mb1130#51,0,noone,NA,flor,Hyb,M7,5,24.6472,121.476,11389,8.094102178,0.26775807,-2.768315564,3.029431495,0.810314593,1.294532503,1.916219301,0.969271316,2.717604998,0.529862688,0.863765028,-0.497962307,0.190627352,-0.523062232,-0.160715975,0.769493925,0.262457174,0.401334638,-0.014433743,0.706080911,0.652696382,0.003675493,0.187429769,0.045562667,0.315242095,0.030961297,-0.155723797,-0.105882057,0.120261265,0.052820524,0.113606638,-0.14523047,-0.13283659,0.095011962,-0.070119833,-0.023574237,0.066716165,0.00916481,0.022770096,-0.024391258,-0.011182036,0.004390189,-0.010557577,0.006655118,0.007393466,-0.011993797,-0.007330457,0.005251668,0.001625789,-0.000445295,3.08E-15
Mb1132,Mb1132#52,0,noone,NA,flor,Hyb,M7,5,24.6074,121.489,11389,7.471261098,-0.791126627,-2.782113795,2.943943755,1.763833743,2.150324612,0.152396087,1.350452984,3.112130647,0.807237717,0.555617221,-0.801540723,0.069364796,-0.523835309,-0.426225346,0.735353922,0.380130932,0.321023385,0.157954247,0.223909471,0.341212177,0.001401348,0.221124621,0.133800907,0.528538555,0.037691688,-0.246222573,-0.093639421,0.151605438,-0.029805207,0.097496974,-0.137487154,-0.116550281,0.060988672,-0.017844584,0.052740709,0.146072594,0.026278249,0.01204735,-0.003799556,-0.015776185,0.014810217,-0.002427079,0.00167399,0.022851499,-0.020696011,-0.011204664,-0.005269056,0.003246288,-0.000604649,3.75E-15
Mb1302,Mb1302#11,0,noone,NA,sin,Hyb,M7,5,34.8465,126.692,4322,-1.88833009,-2.262599642,0.185696299,-0.737504654,-0.447004134,-2.131351406,-0.868932493,-0.357456106,-0.663540952,-0.008289603,-0.774383356,-1.031822333,0.234034159,0.769703581,-0.121487077,0.058259838,-0.419383808,-0.170100903,0.285308714,0.155668309,0.259473486,-0.060712513,0.228530527,0.30609449,0.312134558,-0.005124538,0.030916575,0.320426284,-0.316646336,0.235700771,-0.197648942,0.029852486,0.160192115,0.002093529,-0.058472058,-0.069903343,0.06770816,-0.059452983,0.013308846,0.025805146,0.004819631,-0.013710518,0.001462087,0.01885268,-0.012185119,0.013792061,-0.007779831,0.002367257,0.002368899,-0.000434928,1.69E-15
Mb153,Mb153,0,noone,NA,unknown,Hyb,M7,5,37.2833,128.8,3964,-1.376985828,3.437575078,-2.253792789,-0.584090897,0.506850243,-3.794377028,1.696676651,-1.511612819,0.433271863,0.678719408,0.385592231,-0.718890469,-0.329960769,-0.27972306,-1.112820976,-1.237879402,0.061361056,-0.171699582,-0.249820638,0.396127673,0.047649551,0.391508816,0.102728351,-0.191676738,0.110257387,0.070004343,0.009966503,0.032277681,-0.162998571,0.109458072,0.068632725,0.002601488,-0.081605784,-0.046682562,0.085339368,0.002585624,-0.041505535,-0.004608995,0.026373988,-0.019469259,0.031230282,0.031834285,-0.021076348,0.013267462,0.004773941,-0.007399623,0.009436924,-0.008976913,-0.000103464,-0.000245891,-1.25E-15
Mb1532,Mb1532#3,0,noone,NA,sacc,Hyb,M7,5,36.29065,139.06896,4323,-3.059451986,0.640373484,3.785216551,1.36481996,-0.89067882,-0.321462299,-2.452214943,-3.235336241,2.791660176,0.153475783,0.238675603,0.345364662,-0.019107169,0.373358278,0.118989465,0.191221875,0.189075277,-0.067089995,0.170837223,0.016165009,0.08238208,0.045947553,0.053660326,0.165296164,-0.051064656,-0.102937022,-0.100697286,-0.21598545,0.027783435,-0.044689531,-0.113282461,0.005404674,0.037809708,0.041210543,0.006208572,-0.018596132,-0.027487569,0.00727471,-0.030297233,0.006919905,0.006174037,0.026919917,0.008951264,-0.020329847,-0.010084663,0.006533214,0.002862903,0.000819606,-0.000202869,-0.000181425,2.11E-15
Mb1540,Mb1540#7,0,noone,NA,sacc,Hyb,M7,5,36.32864,138.57325,4419,-0.930849437,5.576793642,0.987940438,-1.766055528,-0.965814806,0.00214985,-0.501778751,1.540617965,0.200862137,-0.509141397,0.742153213,-0.066967608,-0.303844577,0.470346706,0.195263743,-0.174984349,0.433880388,0.191599906,0.400592961,0.051480619,0.063370924,0.028748125,0.080318471,-0.021209743,0.020664891,0.059737356,0.055727054,-0.144358688,0.116838117,0.122442766,-0.129317278,0.069296442,0.07042894,-0.046478455,-0.041126527,0.026036241,0.03924019,0.00086445,0.005646697,0.015900255,0.017785573,0.018280748,-0.012219867,0.013031482,-0.00063619,-0.0086633,0.000936591,-0.002678008,-0.000449137,-6.50E-05,3.66E-15
Mb503,Mb503,0,noone,NA,sacc,Hyb,M7,5,31.7506,131.077,4422,1.336119957,1.21128717,2.503527864,1.798738831,-2.958529697,0.854257643,-2.870652012,1.502948533,-0.995331327,3.050156663,-1.391644986,0.452341093,-0.369770195,0.053802986,0.271486202,-0.196035063,0.08705817,0.009348665,-0.064858896,0.038132574,-0.179929486,-0.208556601,0.0541789,-0.168415094,0.035902684,0.012442025,0.081521918,-0.032628453,-0.048129291,0.069158089,0.036273765,-0.002289728,-0.029250486,-0.044723264,0.035787219,-0.025577391,-0.022860959,-0.034922144,0.029357923,0.024301107,-0.004451192,-0.01446745,-0.000615578,-0.003579572,0.009039669,-0.002220551,0.000932384,0.000974555,-9.18E-05,-2.87E-05,4.72E-16
Mb53,Mb53,0,noone,NA,sin,Hyb,M7,5,37.9667,128.467,3964,-1.64743211,3.392238107,-2.335657503,-0.818550618,0.60634132,-3.839018698,1.464397863,-1.478514592,0.503497786,0.847919508,0.243676637,-0.706847752,-0.432834836,-0.360952866,-1.145490147,-1.164484701,0.156566694,-0.244788557,-0.23077308,0.434004183,0.059747509,0.385121532,0.076834707,-0.200706522,0.100982605,0.013244793,0.009049982,-0.012701881,-0.147240741,0.10589007,0.024155229,-0.021762432,-0.08953749,-0.048824199,0.038787457,-0.041017515,-0.097323462,0.033060756,0.005772793,-0.00335443,0.01884825,0.020527152,-0.019434899,0.001261198,-0.003269855,-0.006979507,0.005783644,-0.011785987,-0.000240024,-0.000129756,-1.78E-15
Mb72,Mb72,0,noone,NA,sacc,Hyb,M7,5,33.3833,126.8,6702,1.70670575,2.121484433,1.362771144,0.778400162,-0.112204529,1.94606993,-1.303190633,1.582787034,1.348251171,0.118549691,-0.343633001,0.066919943,0.039416994,-1.244121322,-1.041308839,0.412562999,0.724833588,-0.374219676,-0.002530117,-0.120943227,-0.161327575,0.82464779,0.146305205,-0.203607067,0.478723572,-0.269136236,-0.29933049,-0.094279771,0.227021858,-0.202359102,-0.025607625,0.160936011,-0.640971213,0.118639272,0.300326418,-0.132672955,0.121001639,-0.080285268,-0.079251234,0.129912508,0.031345643,-0.078696599,0.015023469,0.053393663,-0.01194949,0.039914101,0.011471901,0.000505778,-0.00629934,0.000905905,1.47E-15
Mb781,Mb781#15,0,noone,NA,sacc,Hyb,M7,5,31.1692,118.221,11605,-4.351201635,-1.383610625,-0.19119122,3.260966243,4.361349875,-0.967427888,0.807673687,1.533296863,0.829898381,-0.149522396,-0.573879891,0.816850294,0.700127269,-0.424786144,0.751445906,-0.790991359,0.103628662,-0.075142927,0.015843848,-0.147291796,0.038909023,-0.12219444,0.041977863,0.004954262,0.033664809,0.029438779,0.003950716,0.097460794,0.02173507,-0.035467045,0.085828475,-0.01651624,-0.015647413,-0.045859726,-0.020220427,0.039821744,0.003771144,-0.005298795,0.016297608,-0.002827521,0.000863832,-0.008511019,-0.006872785,0.003939085,0.001237831,-0.003294256,0.002313471,0.001432797,5.33E-05,-0.000143818,-4.79E-16
Mb1086,Mb1086#54,1,Lamorak,M7.01,lut,Hyb,M7,5,29.0442,111.415,11804,1.4304871,-7.052792818,0.530261358,-3.826280745,-1.561698901,-0.038039313,-0.449228446,0.14438664,-0.050347585,-0.91585431,0.03911805,-0.189631861,-0.56649115,-0.35874299,0.23343777,-0.756921262,-0.408942828,0.555794263,0.346738515,0.061864675,0.000934061,0.046660204,0.096563345,0.258314584,-0.015788552,-0.091149184,0.109387481,-0.10302958,0.036030288,0.018013599,0.08590716,0.006074676,-0.024898297,-0.005010118,-0.008519597,-0.025973901,-0.016524799,0.042570689,0.010382645,-0.028653166,-0.008255468,0.007687154,-0.005163319,-0.015858368,0.004658573,0.002130462,0.007078695,-0.00160712,-0.000902652,-0.00012914,1.36E-15
Mb52,Mb52,1,Olwen,M7.02,unknown,Hyb,M7,5,37.9667,128.467,3964,-1.64743211,3.392238107,-2.335657503,-0.818550618,0.60634132,-3.839018698,1.464397863,-1.478514592,0.503497786,0.847919508,0.243676637,-0.706847752,-0.432834836,-0.360952866,-1.145490147,-1.164484701,0.156566694,-0.244788557,-0.23077308,0.434004183,0.059747509,0.385121532,0.076834707,-0.200706522,0.100982605,0.013244793,0.009049982,-0.012701881,-0.147240741,0.10589007,0.024155229,-0.021762432,-0.08953749,-0.048824199,0.038787457,-0.041017515,-0.097323462,0.033060756,0.005772793,-0.00335443,0.01884825,0.020527152,-0.019434899,0.001261198,-0.003269855,-0.006979507,0.005783644,-0.011785987,-0.000240024,-0.000129756,-1.78E-15
Mb1041,Mb1041#17,0,noone,NA,rob,Lut,M8,3,31.4751,119.253,11663,-1.466294285,-1.477895828,-0.283914652,-0.474817242,2.462634644,0.161650094,-0.590549438,-0.02156373,-1.071244648,-0.717673079,-1.314290161,-0.687968362,1.187514598,0.709584936,0.219674984,0.521190387,-0.398487217,-0.255961214,0.333892868,-0.245096982,-0.010562047,0.178236954,-0.226184932,0.049611662,0.473114514,-0.073452744,-0.021356817,0.129017325,0.075310449,0.177877313,0.214051871,0.25196688,-0.166473537,-0.199491883,0.119463512,-0.094231393,-0.005234404,0.053089999,0.036099225,0.044604269,0.047449527,0.073152643,0.013708506,-0.056140033,-0.012784589,-0.010944395,-0.015182987,0.010818208,0.001414334,0.001019578,-2.97E-15
Mb1045,Mb1045#31,0,noone,NA,lut,Lut,M8,3,28.4807,116.133,11927,-0.039589556,-1.385681845,0.323655729,-0.506906829,1.876128873,1.619167016,-1.158992504,0.710294753,0.004932697,-0.434788222,-0.830144925,-0.205945193,-0.745367849,0.207463301,-0.85955382,0.299291376,0.129816913,-0.295176379,-0.039461673,0.066392534,-0.047141433,-0.285301992,0.049688609,0.029862602,-0.072208938,-0.046702411,0.043012395,-0.057114999,0.040226845,-0.04138065,-0.019116386,0.060977969,-0.01807593,0.011919954,-0.027651979,-0.022130681,-0.03093364,-0.023212675,-0.053745141,-0.048617445,0.029161007,0.019889198,0.0043818,0.007806019,-0.003395815,-0.00193589,-0.003425665,-0.003159873,-0.001355668,-3.58E-05,-1.19E-15
Mb1048,Mb1048#30,0,noone,NA,lut,Lut,M8,3,28.4808,116.153,11927,-0.028434977,-1.384791885,0.321151647,-0.497791087,1.870504419,1.615067415,-1.15468168,0.708967123,0.001887908,-0.419552863,-0.838262704,-0.202263256,-0.746078479,0.20384632,-0.860295653,0.299629822,0.129254432,-0.291486753,-0.037327295,0.062320153,-0.050339862,-0.286402918,0.053212817,0.029519658,-0.071810161,-0.047342593,0.03941153,-0.057189575,0.038467316,-0.041350144,-0.018727104,0.060591443,-0.016976355,0.01059192,-0.022699597,-0.01898829,-0.027106074,-0.023210044,-0.051395966,-0.047642255,0.028791972,0.020068896,0.004310278,0.008589486,-0.003279352,-0.001873308,-0.00471101,-0.004165706,-0.001289625,-1.72E-05,-1.14E-15
Mb1050,Mb1050#3,0,noone,NA,lut,Lut,M8,3,28.4833,116.146,11927,-0.033327816,-1.384809181,0.319705541,-0.501350517,1.872486147,1.614042893,-1.161562909,0.709564023,0.003621851,-0.424721327,-0.836574096,-0.204119825,-0.747547249,0.203225837,-0.861280073,0.297945006,0.129982258,-0.291480957,-0.037986551,0.061335792,-0.048135711,-0.286532743,0.050693125,0.027313579,-0.071796828,-0.046493161,0.042704618,-0.056707287,0.038519916,-0.041415743,-0.018559357,0.061962297,-0.018530307,0.012168677,-0.02785326,-0.021315419,-0.031255313,-0.021052385,-0.05108808,-0.048009623,0.028619625,0.019814683,0.004866971,0.008724252,-0.003385249,-0.00173031,-0.004582572,-0.003988354,-0.001281097,-1.94E-05,-1.19E-15
Mb1051,Mb1051#3,0,noone,NA,lut,Lut,M8,3,28.4833,116.146,11927,-0.033327816,-1.384809181,0.319705541,-0.501350517,1.872486147,1.614042893,-1.161562909,0.709564023,0.003621851,-0.424721327,-0.836574096,-0.204119825,-0.747547249,0.203225837,-0.861280073,0.297945006,0.129982258,-0.291480957,-0.037986551,0.061335792,-0.048135711,-0.286532743,0.050693125,0.027313579,-0.071796828,-0.046493161,0.042704618,-0.056707287,0.038519916,-0.041415743,-0.018559357,0.061962297,-0.018530307,0.012168677,-0.02785326,-0.021315419,-0.031255313,-0.021052385,-0.05108808,-0.048009623,0.028619625,0.019814683,0.004866971,0.008724252,-0.003385249,-0.00173031,-0.004582572,-0.003988354,-0.001281097,-1.94E-05,-1.19E-15
