accession;geno;species;pop_dapc8;pop_dapc5;Lat;Long;Soil.all;TAA;TRD;TIA;TSA;TMA;TmA.1;TRA;TWeQ;TDQ;TWaQ;TCQ;PTA;PWM;PDM;PSA;PWeQ;PDQ;PWaQ;PCQ;T_GR;T_SA;T_SI;T_CL;T_RB;T_BD;T_OC;T_PH;T_CE;T_CS;T_BS;T_TE;T_CA;T_CO;T_ES;T_EC;S_GR;S_SA;S_SI;S_CL;S_RD;S_BD;S_OC;S_PH;S_CE;S_CS;S_BS;S_TE;S_CA;S_CO;S_ES;S_EC
Mb505;Mb505#1;sacc;Sacc_rob;3;317506;131077;4422;164;101;32;7264;312;3;309;253;7;258;7;2600;471;68;60;1206;239;1006;239;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb508;Mb508;sacc;Sacc_rob;3;320416;130848;4422;153;99;32;7437;304;-5;309;244;77;249;57;2563;454;74;60;1197;243;992;261;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb509;Mb509;sacc;Sacc_rob;3;320416;130848;4422;153;99;32;7437;304;-5;309;244;77;249;57;2563;454;74;60;1197;243;992;261;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb510;Mb510;sacc;Sacc_rob;3;322057;130805;4422;158;103;32;7668;315;-3;318;252;79;257;59;2298;418;69;61;1068;230;870;240;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb511;Mb511#1;sacc;Sacc_rob;3;322057;130805;4422;158;103;32;7668;315;-3;318;252;79;257;59;2298;418;69;61;1068;230;870;240;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb512;Mb512#1;sin;Sin_S_Japan;2;322057;130805;4422;158;103;32;7668;315;-3;318;252;79;257;59;2298;418;69;61;1068;230;870;240;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb514;Mb514;sacc;Sacc_rob;3;32727;130954;4422;135;91;29;7796;288;-22;31;232;55;234;34;2552;481;72;63;1226;231;1066;249;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb516;Mb516;sacc;Sacc_rob;3;327074;130976;4422;134;9;29;7769;285;-22;307;229;54;233;33;2606;489;74;62;1253;236;1095;254;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
Mb517;Mb517#9;sin;Sin_S_Japan;2;32707;131296;4355;146;95;30;7640;298;-12;31;24;68;244;48;2383;397;57;60;1116;207;1049;220;1346;4036;3928;2036;14065;11218;30632;6115;4992;1929;5413;8571;1326;0;202;1;145;425;38;195;1415;1085;145;56;635;16;34;355;0;0;1;1
Mb518;Mb518#1;sacc;Sin_S_Japan;2;32688;131133;4422;13;88;28;7717;279;-25;304;225;51;228;3;2696;489;74;62;1294;241;1156;258;34;325;394;281;1363;825;4722;602;72;27;438;1249;0;0;7;1;7;35;368;282;1363;859;1593;621;809;245;489;1055;3;0;11;1
