accession;geno;species;pop_dapc8;pop_dapc5;Lat;Long;Soil.all;TAA;TRD;TIA;TSA;TMA;TmA.1;TRA;TWeQ;TDQ;TWaQ;TCQ;PTA;PWM;PDM;PSA;PWeQ;PDQ;PWaQ;PCQ;T_GR;T_SA;T_SI;T_CL;T_RB;T_BD;T_OC;T_PH;T_CE;T_CS;T_BS;T_TE;T_CA;T_CO;T_ES;T_EC;S_GR;S_SA;S_SI;S_CL;S_RD;S_BD;S_OC;S_PH;S_CE;S_CS;S_BS;S_TE;S_CA;S_CO;S_ES;S_EC
Mb1145;Mb1145#14;sin;Sin_N_Japan;1;357996;140232;4420;147;85;27;7474;298;-8;306;219;52;244;52;1387;189;49;36;486;177;421;177;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1146;Mb1146#2;sacc;Sacc_rob;3;35869;140287;4323;145;88;28;7561;298;-14;312;218;49;243;49;1374;186;48;36;478;175;415;175;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1147;Mb1147#12;sacc;Sin_N_Japan;1;360024;140371;4323;142;91;28;7672;297;-2;317;216;45;242;45;1369;184;47;37;474;173;415;173;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1148;Mb1148#11;sin;Sin_N_Japan;1;360024;140371;4323;142;91;28;7672;297;-2;317;216;45;242;45;1369;184;47;37;474;173;415;173;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1149;Mb1149#24;sin;Sin_N_Japan;1;35997;140365;4323;142;91;28;7656;297;-2;317;216;45;242;45;1363;183;47;37;471;172;412;172;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1150;Mb1150#15;sin;Sin_N_Japan;1;35997;140365;4323;142;91;28;7656;297;-2;317;216;45;242;45;1363;183;47;37;471;172;412;172;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1151;Mb1151#11;sin;Sin_N_Japan;1;35997;140365;4323;142;91;28;7656;297;-2;317;216;45;242;45;1363;183;47;37;471;172;412;172;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1152;Mb1152#53;sin;Sin_N_Japan;1;35997;140365;4323;142;91;28;7656;297;-2;317;216;45;242;45;1363;183;47;37;471;172;412;172;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1153;Mb1153#20;sacc;Sin_N_Japan;1;359753;140347;4323;143;91;28;7641;297;-2;317;216;45;242;45;1363;183;47;37;472;171;413;171;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1154;Mb1154#18;sacc;Sacc_rob;3;358067;140485;4420;146;79;26;7261;29;-4;294;217;53;24;53;1487;205;57;35;510;203;427;203;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1155;Mb1155#33;sacc;Sacc_rob;3;358363;140539;4420;145;78;26;7258;288;-5;293;217;53;24;53;1494;205;58;34;512;204;428;204;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1156;Mb1156#13;sin;Sin_N_Japan;1;358363;140539;4420;145;78;26;7258;288;-5;293;217;53;24;53;1494;205;58;34;512;204;428;204;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1157;Mb1157#17;sin;Sin_N_Japan;1;358363;140539;4420;145;78;26;7258;288;-5;293;217;53;24;53;1494;205;58;34;512;204;428;204;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1158;Mb1158#15;sacc;Sacc_rob;3;35837;140553;4420;145;77;26;7231;288;-4;292;217;53;239;53;1500;206;59;34;513;207;428;207;48;376;374;25;139;946;3932;572;696;226;456;972;0;0;8;1;8;388;336;276;1374;974;1342;59;774;198;466;856;2;0;14;1
Mb1159;Mb1159#112;sacc;Sacc_rob;3;359176;140554;4323;146;8;26;7319;292;-7;299;219;53;241;53;1459;200;56;35;499;199;419;199;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1160;Mb1160#1;sin;Sin_N_Japan;1;359125;140545;4323;146;8;26;7319;292;-7;299;219;53;241;53;1459;200;56;35;499;199;419;199;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1161;Mb1161#1;sacc;Sin_N_Japan;1;359125;140545;4323;146;8;26;7319;292;-7;299;219;53;241;53;1459;200;56;35;499;199;419;199;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1162;Mb1162#20;sacc;Sacc_rob;3;359111;140495;4323;145;82;27;7381;293;-8;301;218;52;242;52;1440;197;54;35;494;194;418;194;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1163;Mb1163#45;sin;Sin_N_Japan;1;359612;140501;4323;144;84;27;7452;293;-12;305;217;5;241;5;1430;195;53;35;491;191;419;191;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1164;Mb1164#18;sin;Sin_N_Japan;1;359771;140437;4323;143;87;28;7519;295;-15;31;216;48;241;48;1400;190;50;36;482;182;416;182;1155;332;3725;2955;1347;1095;8647;638;4605;3125;884;25805;2;0;17;1;61;3805;3215;298;1351;1159;648;6645;477;279;926;2887;87;0;18;1
Mb1165;Mb1165#3;sin;Sin_N_Japan;1;359782;140442;6997;143;87;28;7523;295;-15;31;217;48;241;48;1403;190;50;36;483;183;417;183;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1166;Mb1166#43;flor;Flor_Taiwan;4;220149;121335;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1167;Mb1167#41;flor;Flor_Taiwan;4;220149;121335;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1179;Mb1179#44;flor;Flor_Taiwan;4;235035;120797;11864;111;83;51;2910;181;21;16;142;84;142;71;3821;714;54;79;1982;173;1982;228;4;41;37;22;14;143;74;65;47;13;91;11;0;0;1;1;3;37;34;29;135;151;36;67;50;14;93;131;0;0;1;1
Mb1180;Mb1180#44;flor;Flor_Taiwan;4;232899;120498;11798;222;81;46;3525;30;124;176;26;187;26;172;2872;655;15;100;1799;60;1799;90;1;51;26;23;141;129;102;48;11;6;24;15;0;0;2;1;5;47;26;27;138;128;35;49;11;5;58;34;0;0;2;1
Mb1181;Mb1181#25;flor;Flor_Taiwan;4;232899;120498;11798;222;81;46;3525;30;124;176;26;187;26;172;2872;655;15;100;1799;60;1799;90;1;51;26;23;141;129;102;48;11;6;24;15;0;0;2;1;5;47;26;27;138;128;35;49;11;5;58;34;0;0;2;1
Mb1182;Mb1182#16;cond;Sin_S_Japan;2;350793;136191;4394;142;86;27;8155;31;-4;314;244;41;249;41;1674;232;75;38;602;238;576;238;64;32;3775;3025;13435;12215;4939;6555;463;2555;91;21295;25;0;165;1;445;347;34;313;13375;12865;34995;6935;4665;223;9595;2204;1155;0;22;1
Mb1183;Mb1183#19;sin;Sin_N_Japan;1;355196;136217;4279;134;77;24;8268;30;-9;309;236;63;241;3;2084;250;123;23;645;436;643;482;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1184;Mb1184#2;sin;Sin_N_Japan;1;356333;136042;4278;147;75;24;8046;312;8;304;47;121;252;47;2288;267;138;22;703;443;606;703;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1185;Mb1185#11;cond;Sin_N_Japan;1;356165;135974;4278;146;76;24;8044;312;7;305;46;122;251;46;2224;251;135;21;663;435;601;663;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1186;Mb1186#26;sin;Sin_N_Japan;1;356198;135908;4278;148;77;25;8052;314;8;306;48;123;253;48;2194;246;133;21;650;430;596;650;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1187;Mb1187#4;sin;Sin_N_Japan;1;355159;135908;4278;147;78;25;8085;313;6;307;252;122;252;46;2082;227;135;20;599;429;599;554;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1188;Mb1188#12;sin;Sin_S_Japan;2;354803;135479;4278;142;84;26;8150;311;-1;312;249;109;249;41;1917;228;126;21;588;401;588;460;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1189;Mb1189#900;sacc;Sacc_rob;3;354666;135279;4289;148;87;27;8081;317;3;314;253;124;253;47;1838;228;117;21;553;387;553;455;92;405;395;20;1412;1115;3316;54;567;172;34;542;0;0;11;1;149;416;351;233;1396;1159;1001;555;622;167;35;361;0;0;13;1
Mb1190;Mb1190#15;sin;Sin_S_Japan;2;355091;13524;4278;133;85;26;8193;302;-13;315;239;11;239;31;1926;234;123;22;587;402;587;472;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1191;Mb1191#90;sacc;Sacc_rob;3;355417;134829;4289;145;93;28;8223;318;-4;322;42;121;251;42;2000;238;107;25;608;368;543;608;92;405;395;20;1412;1115;3316;54;567;172;34;542;0;0;11;1;149;416;351;233;1396;1159;1001;555;622;167;35;361;0;0;13;1
Mb1192;Mb1192#33;sin;Sin_S_Japan;2;354855;134703;4289;135;92;28;8235;308;-14;322;242;112;242;33;1941;235;115;23;562;379;562;527;92;405;395;20;1412;1115;3316;54;567;172;34;542;0;0;11;1;149;416;351;233;1396;1159;1001;555;622;167;35;361;0;0;13;1
Mb1193;Mb1193#1;sin;Sin_S_Japan;2;355052;134666;4289;126;9;28;8232;296;-22;318;232;104;232;23;1948;237;121;23;585;390;585;497;92;405;395;20;1412;1115;3316;54;567;172;34;542;0;0;11;1;149;416;351;233;1396;1159;1001;555;622;167;35;361;0;0;13;1
Mb1194;Mb1194#14;sin;Sin_S_Japan;2;355246;134399;4278;137;92;29;8095;306;-11;317;242;113;242;36;1940;234;115;23;562;371;562;538;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1195;Mb1195#4;sin;Sin_S_Japan;2;355316;134218;4278;147;91;29;7895;315;2;313;49;124;251;49;1918;227;108;24;578;350;529;578;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1196;Mb1196#8;sin;Sacc_rob;3;355056;134216;4278;147;91;29;7904;315;2;313;49;124;251;49;1906;226;109;24;567;351;530;567;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1197;Mb1197#1;sacc;Sin_S_Japan;2;355029;134132;4278;147;91;28;7891;315;1;314;49;124;251;49;1856;222;109;23;539;346;521;539;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb1199;Mb1199#3;sin;Sin_S_Japan;2;354947;133854;4278;146;91;29;7892;312;0;312;249;122;249;48;1794;220;116;22;550;354;550;449;89;411;305;284;1367;12945;15545;535;3295;13;557;729;0;0;14;1;99;3585;281;3605;13235;13045;619;5625;321;1115;4845;615;3;0;165;1
Mb12;Mb12;sin;Sin_N_Japan;1;36554;138664;4419;92;104;29;8735;269;-84;353;203;-19;203;-19;1341;182;59;42;519;185;519;185;101;388;428;184;1422;989;4203;6;791;215;423;845;39;0;13;1;1,42222E+14;4,26667E+14;3,84444E+14;1,88889E+14;1,42444E+14;1,02444E+14;1,33111E+14;6,05556E+14;9,25556E+14;2,21111E+14;4,36667E+14;5,58889E+14;1,11111E+14;0;1,33333E+14;1
Mb1200;Mb1200#17;sin;Sacc_rob;3;35425;133148;4279;147;83;27;7863;309;6;303;25;124;25;5;1874;255;122;27;611;378;611;429;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1201;Mb1201#13;cond;Sin_S_Japan;2;354304;133284;4279;146;83;27;7823;307;6;301;249;121;249;5;1870;249;123;26;621;372;621;421;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1202;Mb1202#33;sin;Sin_S_Japan;2;353708;133333;4279;14;85;27;7935;302;-3;305;244;108;244;41;1839;251;118;28;626;366;626;387;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1203;Mb1203#4;sin;Sin_S_Japan;2;354075;132836;4279;148;82;27;7798;309;7;302;25;124;25;52;1822;236;119;27;572;365;572;440;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1204;Mb1204#1;sin;Sin_S_Japan;2;354142;132646;0;143;84;27;8332;298;-11;321;219;53;242;44;1404;221;46;48;574;171;543;172;89;376;3775;25;138;1258;1575;6115;463;1675;5975;972;45;0;15;1;83;3805;34;282;1363;13045;6765;6,05556E+14;477;16;4945;856;2;0;145;1
Mb1205;Mb1205#12;cond;Sin_S_Japan;2;352884;132686;4279;141;81;26;7814;301;0;301;244;109;244;45;1817;230;115;28;574;365;574;434;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1206;Mb1206#14;sin;Sin_S_Japan;2;352386;132735;4299;141;83;27;7882;303;0;303;245;108;245;44;1793;232;111;29;573;354;573;416;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1207;Mb1207#18;cond;Sin_S_Japan;2;352423;132554;4279;143;8;26;7725;301;3;298;244;119;244;48;1800;222;116;27;557;361;557;444;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1209;Mb1209#1;sin;Sin_S_Japan;2;351316;132602;4299;117;8;26;8069;277;-28;305;219;82;222;16;1902;266;102;33;650;331;645;406;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1210;Mb1210#26;sin;Sin_S_Japan;2;350899;132611;4299;131;82;27;7933;292;-11;303;235;98;235;33;1808;241;102;31;594;332;594;400;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1211;Mb1211#4;sin;Sin_S_Japan;2;349706;13247;4299;146;82;27;7729;305;6;299;248;114;248;5;1708;223;102;30;554;323;554;365;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1212;Mb1212#41;sin;Sin_S_Japan;2;350019;132266;4279;146;78;26;7514;30;1;29;245;117;245;53;1748;240;109;30;581;333;581;370;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1213;Mb1213#16;sin;Sin_S_Japan;2;349847;132232;4279;135;77;26;7590;29;0;29;235;104;235;41;1811;256;106;32;613;328;613;379;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1214;Mb1214#3;cond;Sin_S_Japan;2;34896;132106;4279;146;76;26;7350;298;15;283;243;118;243;56;1744;263;102;34;609;319;609;332;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1215;Mb1215#13;sin;Sin_S_Japan;2;348658;132061;4279;144;76;26;7394;296;12;284;242;116;242;53;1744;262;100;34;611;315;611;328;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1216;Mb1216#3;sin;Sin_S_Japan;2;347659;132071;4299;131;78;26;7639;285;-6;291;227;99;231;35;1826;273;94;36;648;304;643;333;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1217;Mb1217#11;cond;Sin_S_Japan;2;347384;132071;4299;132;78;26;7637;287;-6;293;228;10;233;37;1815;271;92;37;644;301;639;326;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1218;Mb1218#5;sin;Sin_S_Japan;2;34693;132037;4299;133;78;26;7640;287;-5;292;198;101;233;37;1811;271;90;38;647;298;639;317;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1219;Mb1219#44;sin;Sin_S_Japan;2;346779;131863;4279;15;78;27;7428;302;14;288;249;81;249;58;1661;238;92;36;580;292;580;296;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1220;Mb1220#14;sin;Sin_S_Japan;2;346603;131788;4279;15;78;27;7388;301;15;286;248;82;248;59;1671;245;90;37;589;288;589;291;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1221;Mb1221#21;sin;Sin_S_Japan;2;346032;131739;4279;145;79;27;7469;297;8;289;208;75;243;52;1736;264;87;39;622;282;620;289;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1222;Mb1222#16;sin;Sin_S_Japan;2;345521;131626;4299;139;79;27;7501;291;1;29;203;68;237;45;1807;289;84;42;674;277;659;287;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1223;Mb1223#34;sin;Sin_S_Japan;2;345261;131608;4299;125;77;26;7615;277;-14;291;19;53;225;3;1930;318;83;45;746;280;713;297;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1224;Mb1224#19;cond;Sin_S_Japan;2;344905;131552;4299;133;79;27;7552;286;-5;291;198;62;232;39;1872;309;80;45;724;270;691;283;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1225;Mb1225#21;sin;Sin_S_Japan;2;344375;13146;4299;14;8;27;7537;293;1;292;203;69;239;46;1834;306;78;46;713;264;680;273;805;325;342;333;133;1264;16695;659;5505;2245;852;1705;45;0;145;1;189;3325;3335;334;1329;13085;6765;699;5545;2075;899;18585;27;0;145;1
Mb1226;Mb1226#28;sin;Sin_S_Japan;2;344074;131422;4279;147;81;27;7462;30;9;291;209;76;245;54;1782;298;76;45;689;259;663;265;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1227;Mb1227#20;sin;Sin_S_Japan;2;343846;131357;4279;145;81;27;7418;298;7;291;207;75;243;53;1797;303;75;46;703;257;670;264;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1228;Mb1228#20;sin;Sin_S_Japan;2;343311;131337;4279;144;83;28;7482;297;4;293;207;73;242;51;1820;308;72;48;729;248;674;258;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1229;Mb1229#16;sin;Sin_S_Japan;2;34276;131326;4279;141;84;28;7583;296;0;296;205;69;241;47;1855;315;71;49;758;243;684;256;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1230;Mb1230#22;sin;Sin_S_Japan;2;342635;131314;4279;133;82;27;7597;286;-9;295;196;6;232;37;1935;333;72;50;800;247;722;263;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1231;Mb1231#18;sin;Sin_S_Japan;2;342359;131308;4279;139;84;28;7580;294;-3;297;203;67;239;45;1878;320;69;50;777;239;693;254;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1232;Mb1232#26;sin;Sin_S_Japan;2;34123;13132;4279;15;91;29;7665;308;3;305;215;77;251;54;1780;289;62;51;749;213;634;226;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1233;Mb1233#4;sin;Sin_S_Japan;2;339486;131287;4279;152;92;29;7669;31;3;307;215;79;252;55;1708;294;59;53;731;196;607;209;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1234;Mb1234#33;sin;Sin_S_Japan;2;339532;131292;4279;151;92;29;7669;31;2;308;214;78;252;55;1723;295;59;53;737;197;613;210;97;37;261;369;1318;1258;1575;485;198;115;399;481;0;0;13;1;9;301;233;466;1272;1262;633;504;199;95;272;246;0;0;13;1
Mb1255;Mb1255#14;sacc;Sacc_rob;3;37726;126798;4322;116;95;24;10107;295;-89;384;236;-21;239;-21;1326;397;18;99;810;66;808;66;535;282;3605;3575;1311;1306;1134;613;4085;1915;838;15005;1;0;2;1;35;2885;3305;381;1301;1426;418;6375;418;176;88;1447;39;0;21;1
Mb1257;Mb1257#1;unknown;Sacc_rob;3;378176;126798;4322;114;97;24;10124;295;-94;389;235;-22;238;-22;1353;417;17;102;843;64;830;64;535;282;3605;3575;1311;1306;1134;613;4085;1915;838;15005;1;0;2;1;35;2885;3305;381;1301;1426;418;6375;418;176;88;1447;39;0;21;1
Mb1261;Mb1261#15;sacc;Sacc_rob;3;378148;12679;4322;116;97;25;10132;296;-92;388;236;-21;239;-21;1340;410;17;102;833;64;820;64;535;282;3605;3575;1311;1306;1134;613;4085;1915;838;15005;1;0;2;1;35;2885;3305;381;1301;1426;418;6375;418;176;88;1447;39;0;21;1
Mb1263;Mb1263#5;sacc;Sacc_rob;3;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1265;Mb1265#12;sin;Sin_S_Japan;2;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1267;Mb1267#900;sin;Sin_S_Japan;2;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1270;Mb1270#15;sacc;Sacc_rob;3;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1272;Mb1272#900;sin;Sin_S_Japan;2;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1274;Mb1274#13;sin;Sin_S_Japan;2;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1275;Mb1275#14;sin;Sin_S_Japan;2;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
Mb1276;Mb1276#16;sin;Sacc_rob;3;375686;126886;4277;118;91;24;10015;296;-79;375;24;-17;24;-17;1311;376;20;96;785;69;785;69;66;433;281;286;1368;13305;10415;493;1935;86;48;491;0;0;15;1;83;3825;257;3605;13245;13535;415;5215;177;735;4945;411;0;0;165;1
