UID,Genotype,Location,biol_rep,DW
63885,Mb1154#18,ABR 33 AM rep 2-R6 C4,2,1.125
63887,Mb1417#12,ABR 33 AM rep 2-R4 C4,2,1.19
63888,Mb487,ABR 33 AM rep 2-R3 C4,2,1.818
63889,Mx2378#2,ABR 33 AM rep 2-R2 C4,2,1.553
63890,Mb72,ABR 33 AM rep 2-R1 C4,2,0.823
63891,Mx1832#15,ABR 33 AM rep 2-R1 C5,2,2.605
63898,Mb961#16,ABR 33 AM rep 2-R8 C5,2,2.225
63901,Mx2448#2,ABR 33 AM rep 2-R11 C5,2,1.934
63904,Mb299,ABR 33 AM rep 2-R14 C5,2,4.958
63908,Mb188,ABR 33 AM rep 2-R18 C5,2,5.586
63909,Mb1038#900,ABR 33 AM rep 2-R19 C5,2,0.304
63910,Mb1043#32,ABR 33 AM rep 2-R20 C5,2,0.592
63912,Mb510,ABR 33 AM rep 2-R22 C5,2,1.543
63913,Mb1191#90,ABR 33 AM rep 2-R23 C5,2,0.192
63914,Mb817#15,ABR 33 AM rep 2-R24 C5,2,0.808
63916,Mb498#1,ABR 33 AM rep 2-R26 C5,2,0.483
63917,Mb1042#35,ABR 33 AM rep 2-R27 C5,2,0.457
63919,Mb346,ABR 33 AM rep 2-R29 C5,2,1.364
63920,Mb518#1,ABR 33 AM rep 2-R30 C5,2,2.068
63922,Mb427#1,ABR 33 AM rep 2-R32 C5,2,0.813
63923,Mb1353#14,ABR 33 AM rep 2-R33 C5,2,0.954
63926,Mx2402#2,ABR 33 AM rep 2-R36 C5,2,1.033
63933,Mb217,ABR 33 AM rep 2-R38 C6,2,2.059
63935,Mb1357#900,ABR 33 AM rep 2-R36 C6,2,0.441
63941,Mb196,ABR 33 AM rep 2-R30 C6,2,1.107
63942,Mb146,ABR 33 AM rep 2-R29 C6,2,0.647
63943,Mb225,ABR 33 AM rep 2-R28 C6,2,3.564
63946,Mx1900#1,ABR 33 AM rep 2-R25 C6,2,1.851
63948,Mb63,ABR 33 AM rep 2-R23 C6,2,1.005
63952,Mb1467,ABR 33 AM rep 2-R19 C6,2,2.523
63953,Mb140,ABR 33 AM rep 2-R18 C6,2,1.497
63961,Mb1491#15,ABR 33 AM rep 2-R10 C6,2,1.094
63962,Mb182,ABR 33 AM rep 2-R9 C6,2,4.958
63963,Mx1920#14,ABR 33 AM rep 2-R8 C6,2,1.299
63968,Mb319,ABR 33 AM rep 2-R3 C6,2,2.073
63969,Mb1156#13,ABR 33 AM rep 2-R2 C6,2,3.809
63972,Mb53,ABR 33 AM rep 2-R2 C7,2,1.931
63973,Mb1207#18,ABR 33 AM rep 2-R3 C7,2,3.446
63974,Mx1567#4,ABR 33 AM rep 2-R4 C7,2,3.02
63975,Mb1315#11,ABR 33 AM rep 2-R5 C7,2,0.295
63978,Mb218,ABR 33 AM rep 2-R8 C7,2,2.654
63980,Mx1968#15,ABR 33 AM rep 2-R10 C7,2,1.301
63982,Mx1934#3,ABR 33 AM rep 2-R12 C7,2,2.93
63984,Mb1469,ABR 33 AM rep 2-R14 C7,2,3.269
63986,Mb200,ABR 33 AM rep 2-R16 C7,2,3.036
63994,Mb65,ABR 33 AM rep 2-R24 C7,2,0.69
63995,Mb1223#34,ABR 33 AM rep 2-R25 C7,2,0.454
63998,Mx1519#3,ABR 33 AM rep 2-R28 C7,2,0.989
64003,Mb297,ABR 33 AM rep 2-R33 C7,2,0.576
64012,Mb1485#42,ABR 33 AM rep 2-R39 C8,2,4.526
64017,Mb1052#32,ABR 33 AM rep 2-R34 C8,2,0.996
64018,Mb1470,ABR 33 AM rep 2-R33 C8,2,2.387
64020,Mb306,ABR 33 AM rep 2-R31 C8,2,1.729
64021,Mb1142#12,ABR 33 AM rep 2-R30 C8,2,2.161
64023,Mb224,ABR 33 AM rep 2-R28 C8,2,2.179
64029,Mb1365#11,ABR 33 AM rep 2-R22 C8,2,3.295
64032,Mx2094#1,ABR 33 AM rep 2-R19 C8,2,2.203
64036,Mb1366#900,ABR 33 AM rep 2-R15 C8,2,2.185
64037,Mb46,ABR 33 AM rep 2-R14 C8,2,1.51
64039,Mb226,ABR 33 AM rep 2-R12 C8,2,1.594
64040,Mb158,ABR 33 AM rep 2-R11 C8,2,2.368
64041,Mb1112#55,ABR 33 AM rep 2-R10 C8,2,1.248
64042,Mb1155#33,ABR 33 AM rep 2-R9 C8,2,0.182
64045,Mb311,ABR 33 AM rep 2-R6 C8,2,5.985
64047,Mb90,ABR 33 AM rep 2-R4 C8,2,0.475
64049,Mb124,ABR 33 AM rep 2-R2 C8,2,1.195
64050,Mb128,ABR 33 AM rep 2-R1 C8,2,1.462
64054,Mx1916#1,ABR 33 AM rep 2-R4 C9,2,2.367
64055,Mb152,ABR 33 AM rep 2-R5 C9,2,0.92
64061,Mb313,ABR 33 AM rep 2-R11 C9,2,1.33
64062,Mx1915#12,ABR 33 AM rep 2-R12 C9,2,1.276
64065,Mb117,ABR 33 AM rep 2-R15 C9,2,1.109
64066,Mb109,ABR 33 AM rep 2-R16 C9,2,1.675
64068,Mb1415#12,ABR 33 AM rep 2-R18 C9,2,1.995
64069,Mb1346#5,ABR 33 AM rep 2-R19 C9,2,1.629
64070,Mb179,ABR 33 AM rep 2-R20 C9,2,2.828
64071,Mb1056#31,ABR 33 AM rep 2-R21 C9,2,1.214
64073,Mx1905#1,ABR 33 AM rep 2-R23 C9,2,2.814
64074,Mb1396#13,ABR 33 AM rep 2-R24 C9,2,7.373
64075,Mb138,ABR 33 AM rep 2-R25 C9,2,2.166
64077,Mb1486#1,ABR 33 AM rep 2-R27 C9,2,3.842
64079,Mx1913#11,ABR 33 AM rep 2-R29 C9,2,1.974
64082,Mb87,ABR 33 AM rep 2-R32 C9,2,1.172
64084,Mb1267#900,ABR 33 AM rep 2-R34 C9,2,1.482
64086,Mx437#90,ABR 33 AM rep 2-R36 C9,2,2.123
64091,Mb153,ABR 33 AM rep 2-R40 C10,2,2.217
64098,Mb460,ABR 33 AM rep 2-R33 C10,2,4.005
64099,Mx2064#1,ABR 33 AM rep 2-R32 C10,2,0.206
64101,Mb101,ABR 33 AM rep 2-R30 C10,2,2.372
64102,Mb29,ABR 33 AM rep 2-R29 C10,2,1.764
64104,Mb25,ABR 33 AM rep 2-R27 C10,2,0.983
64105,Mx1562#1,ABR 33 AM rep 2-R26 C10,2,3.381
64107,Mb216,ABR 33 AM rep 2-R24 C10,2,1.624
64109,Mb1189#900,ABR 33 AM rep 2-R22 C10,2,1.261
64113,Mb1190#15,ABR 33 AM rep 2-R18 C10,2,3.851
64116,Mx1773#15,ABR 33 AM rep 2-R15 C10,2,1.101
64120,Mb310,ABR 33 AM rep 2-R11 C10,2,1.756
64125,Mx2356#8,ABR 33 AM rep 2-R6 C10,2,2.25
64127,Mb255,ABR 33 AM rep 2-R4 C10,2,0.319
64130,Mb189,ABR 33 AM rep 2-R1 C10,2,3.73
64131,Mb1091#900,ABR 33 AM rep 2-R1 C11,2,0.046
64136,Mx1908#1,ABR 33 AM rep 2-R6 C11,2,1.84
64137,Mx2347#2,ABR 33 AM rep 2-R7 C11,2,2.347
64138,Mb165,ABR 33 AM rep 2-R8 C11,2,2.187
64143,Mb1188#12,ABR 33 AM rep 2-R13 C11,2,3.484
64144,Mb12,ABR 33 AM rep 2-R14 C11,2,1.825
64146,Mb108,ABR 33 AM rep 2-R16 C11,2,3.321
64149,Mb1493#1,ABR 33 AM rep 2-R19 C11,2,3.168
64151,Mb198,ABR 33 AM rep 2-R21 C11,2,1.85
64155,Mb1239#11,ABR 33 AM rep 2-R25 C11,2,1.534
64156,Mb1132#52,ABR 33 AM rep 2-R26 C11,2,0.8
64158,Mb1116#31,ABR 33 AM rep 2-R28 C11,2,0.833
64162,Mb91,ABR 33 AM rep 2-R32 C11,2,0.892
64170,Mb1406#1,ABR 33 AM rep 2-R40 C11,2,1.408
64176,Mb137,ABR 33 AM rep 2-R35 C12,2,2.593
64184,Mb257,ABR 33 AM rep 2-R27 C12,2,2.432
64185,Mx1986#2,ABR 33 AM rep 2-R26 C12,2,3.685
64187,Mb190,ABR 33 AM rep 2-R24 C12,2,5.372
64192,Mb93,ABR 33 AM rep 2-R19 C12,2,0.76
64193,Mb247,ABR 33 AM rep 2-R18 C12,2,2.731
64201,Mx1909#900,ABR 33 AM rep 2-R10 C12,2,0.286
64203,Mb256,ABR 33 AM rep 2-R8 C12,2,1.21
64204,Mx1551#21,ABR 33 AM rep 2-R7 C12,2,1.468
64205,Mb113,ABR 33 AM rep 2-R6 C12,2,1.854
64209,Mb1488#14,ABR 33 AM rep 2-R2 C12,2,2.536
64210,Mb88,ABR 33 AM rep 2-R1 C12,2,0.429
64212,Mb64,ABR 33 AM rep 2-R2 C13,2,0.72
64213,Mb15,ABR 33 AM rep 2-R3 C13,2,1.813
64214,Mb314,ABR 33 AM rep 2-R4 C13,2,0.522
64217,Mb175,ABR 33 AM rep 2-R7 C13,2,1.275
64219,Mb21,ABR 33 AM rep 2-R9 C13,2,1.386
64222,Mb1201#13,ABR 33 AM rep 2-R12 C13,2,2.001
64226,Mx1989#1,ABR 33 AM rep 2-R16 C13,2,1.625
64230,Mb135,ABR 33 AM rep 2-R20 C13,2,2.659
64236,Mb212,ABR 33 AM rep 2-R26 C13,2,1.823
64238,Mb910#11,ABR 33 AM rep 2-R28 C13,2,4.196
64243,Mb60,ABR 33 AM rep 2-R33 C13,2,1.665
64254,Mb176,ABR 33 AM rep 2-R37 C14,2,1.368
64257,Mb104,ABR 33 AM rep 2-R34 C14,2,2.249
64260,Mb219,ABR 33 AM rep 2-R31 C14,2,1.532
64262,Mb1229#16,ABR 33 AM rep 2-R29 C14,2,3.062
64271,Mx1774#3,ABR 33 AM rep 2-R20 C14,2,1.097
64278,Mb315,ABR 33 AM rep 2-R13 C14,2,1.487
64281,Mb974#19,ABR 33 AM rep 2-R10 C14,2,3.477
64284,Mb86,ABR 33 AM rep 2-R7 C14,2,1.992
64285,Mb1382#2,ABR 33 AM rep 2-R6 C14,2,2.489
64287,Mb211,ABR 33 AM rep 2-R4 C14,2,2.07
64289,Mb50,ABR 33 AM rep 2-R2 C14,2,1.214
64291,Mb105,ABR 33 AM rep 2-R1 C15,2,1.933
64292,Mb187,ABR 33 AM rep 2-R2 C15,2,1.197
64295,Mb73,ABR 33 AM rep 2-R5 C15,2,0.803
64296,Mb1371#11,ABR 33 AM rep 2-R6 C15,2,4.48
64298,Mb1375#13,ABR 33 AM rep 2-R8 C15,2,5.096
64299,Mb1285#900,ABR 33 AM rep 2-R9 C15,2,0.309
64301,Mb253,ABR 33 AM rep 2-R11 C15,2,0.351
64302,Mb454,ABR 33 AM rep 2-R12 C15,2,1.188
64303,Mb168,ABR 33 AM rep 2-R13 C15,2,3.225
64309,Mb148,ABR 33 AM rep 2-R19 C15,2,2.204
64310,Mx1972#1,ABR 33 AM rep 2-R20 C15,2,0.831
64311,Mb307,ABR 33 AM rep 2-R21 C15,2,4.81
64312,Mx2048#4,ABR 33 AM rep 2-R22 C15,2,2.171
64317,Mx1769#2,ABR 33 AM rep 2-R27 C15,2,1.866
64318,Mb103,ABR 33 AM rep 2-R28 C15,2,1.701
64320,Mb495#1,ABR 33 AM rep 2-R30 C15,2,2.584
64328,Mb1408#15,ABR 33 AM rep 2-R38 C15,2,2.189
64329,Mb1324#11,ABR 33 AM rep 2-R39 C15,2,0.995
64333,Mb193,ABR 33 AM rep 2-R38 C16,2,2.149
64334,Mb57,ABR 33 AM rep 2-R37 C16,2,1.49
64339,Mb272,ABR 33 AM rep 2-R32 C16,2,2.056
64343,Mx1912#2,ABR 33 AM rep 2-R28 C16,2,1.82
64344,Mb85,ABR 33 AM rep 2-R27 C16,2,0.888
64353,Mb44,ABR 33 AM rep 2-R18 C16,2,2.931
64359,Mx2348#2,ABR 33 AM rep 2-R12 C16,2,1.475
64361,Mb1152#53,ABR 33 AM rep 2-R10 C16,2,3.244
64362,Mb1329#5,ABR 33 AM rep 2-R9 C16,2,1.911
64371,Mb9,ABR 33 AM rep 2-R1 C17,2,1.061
64372,Mb142,ABR 33 AM rep 2-R2 C17,2,2.634
64374,Mb199,ABR 33 AM rep 2-R4 C17,2,1.376
64375,Mb66,ABR 33 AM rep 2-R5 C17,2,0.213
64376,Mb149,ABR 33 AM rep 2-R6 C17,2,5.24
64377,Mb1141#12,ABR 33 AM rep 2-R7 C17,2,1.026
64378,Mb162,ABR 33 AM rep 2-R8 C17,2,1.623
64379,Mx2375#4,ABR 33 AM rep 2-R9 C17,2,5.069
64382,Mb1086#54,ABR 33 AM rep 2-R12 C17,2,5.581
64385,Mb819#19,ABR 33 AM rep 2-R15 C17,2,0.145
64389,Mb2,ABR 33 AM rep 2-R19 C17,2,3.213
64393,Mb232,ABR 33 AM rep 2-R23 C17,2,1.346
64395,Mb134,ABR 33 AM rep 2-R25 C17,2,2.218
64396,Mx1785#1,ABR 33 AM rep 2-R26 C17,2,0.96
64398,Mb956#19,ABR 33 AM rep 2-R28 C17,2,2.292
64400,Mb301,ABR 33 AM rep 2-R30 C17,2,2.104
64402,Mb125,ABR 33 AM rep 2-R32 C17,2,0.638
64404,Mb1162#20,ABR 33 AM rep 2-R34 C17,2,2.033
64405,Mb1489#39,ABR 33 AM rep 2-R35 C17,2,2.507
64408,Mb191,ABR 33 AM rep 2-R38 C17,2,1.525
64409,Mb7,ABR 33 AM rep 2-R39 C17,2,2.498
64410,Mx713#16,ABR 33 AM rep 2-R40 C17,2,2.098
64417,Mb1144#31,ABR 33 AM rep 2-R34 C18,2,2.85
64419,Mb52,ABR 33 AM rep 2-R32 C18,2,2.106
64422,Mx1902#1,ABR 33 AM rep 2-R29 C18,2,1.136
64425,Mb107,ABR 33 AM rep 2-R26 C18,2,1.254
64429,Mb250,ABR 33 AM rep 2-R22 C18,2,0.902
64430,Mb59,ABR 33 AM rep 2-R21 C18,2,1.2
64434,Mb161,ABR 33 AM rep 2-R17 C18,2,1.981
64436,Mx1932#13,ABR 33 AM rep 2-R15 C18,2,2.461
64437,Mb220,ABR 33 AM rep 2-R14 C18,2,1.32
64441,Mb254,ABR 33 AM rep 2-R10 C18,2,0.849
64442,Mb102,ABR 33 AM rep 2-R9 C18,2,2.499
64443,Mb39,ABR 33 AM rep 2-R8 C18,2,0.227
64444,Mb1125#53,ABR 33 AM rep 2-R7 C18,2,5.267
64446,Mb18,ABR 33 AM rep 2-R5 C18,2,0.694
64448,Mx1787#1,ABR 33 AM rep 2-R3 C18,2,2.69
64452,Mb490#10,ABR 33 AM rep 3-R2 C1,3,0.684
64459,Mx1956#15,ABR 33 AM rep 3-R9 C1,3,2.213
64463,Mb393#1,ABR 33 AM rep 3-R13 C1,3,0.391
64468,Mx1933#11,ABR 33 AM rep 3-R18 C1,3,0.157
64480,Mb177,ABR 33 AM rep 3-R30 C1,3,1.198
64484,Mb1158#15,ABR 33 AM rep 3-R34 C1,3,1.803
64492,Mb969#18,ABR 33 AM rep 3-R39 C2,3,1.011
64501,Mx2343#2,ABR 33 AM rep 3-R30 C2,3,0.153
64503,Mb388#1,ABR 33 AM rep 3-R28 C2,3,0.901
64506,Mb489#1,ABR 33 AM rep 3-R25 C2,3,0.911
64507,Mb514,ABR 33 AM rep 3-R24 C2,3,1.658
64509,Mb427#1,ABR 33 AM rep 3-R22 C2,3,0.517
64511,Mb384#1,ABR 33 AM rep 3-R20 C2,3,0.741
64514,Mb485#1,ABR 33 AM rep 3-R17 C2,3,0.34
64516,Mb1147#12,ABR 33 AM rep 3-R15 C2,3,1.688
64517,Mx2402#2,ABR 33 AM rep 3-R14 C2,3,0.613
64522,Mb412#1,ABR 33 AM rep 3-R9 C2,3,0.309
64523,Mb144,ABR 33 AM rep 3-R8 C2,3,1.25
64532,Mb487,ABR 33 AM rep 3-R2 C3,3,0.615
64533,Mb1040#17,ABR 33 AM rep 3-R3 C3,3,0.597
64534,Mb421#1,ABR 33 AM rep 3-R4 C3,3,0.357
64535,Mb1045#31,ABR 33 AM rep 3-R5 C3,3,0.751
64536,Mb509,ABR 33 AM rep 3-R6 C3,3,0.763
64540,Mb491#1,ABR 33 AM rep 3-R10 C3,3,1.224
64545,Mb361,ABR 33 AM rep 3-R15 C3,3,0.426
64550,Mb180,ABR 33 AM rep 3-R20 C3,3,0.485
64556,Mb510,ABR 33 AM rep 3-R26 C3,3,1.088
64557,Mb340,ABR 33 AM rep 3-R27 C3,3,1.558
64558,Mb338,ABR 33 AM rep 3-R28 C3,3,0.114
64559,Mb428#1,ABR 33 AM rep 3-R29 C3,3,1.378
64561,Mx1782#13,ABR 33 AM rep 3-R31 C3,3,0.047
64563,Mb1041#17,ABR 33 AM rep 3-R33 C3,3,0.457
64564,Mb1270#15,ABR 33 AM rep 3-R34 C3,3,1.065
64565,Mb1191#90,ABR 33 AM rep 3-R35 C3,3,0.838
64570,Mb1301#15,ABR 33 AM rep 3-R40 C3,3,0.221
64571,Mb237,ABR 33 AM rep 3-R40 C4,3,0.478
64579,Mb228,ABR 33 AM rep 3-R32 C4,3,0.736
64582,Mb417#1,ABR 33 AM rep 3-R29 C4,3,0.754
64590,Mb426#1,ABR 33 AM rep 3-R21 C4,3,0.883
64591,Mb492,ABR 33 AM rep 3-R20 C4,3,1.233
64593,Mb78,ABR 33 AM rep 3-R18 C4,3,1.89
64594,Mb494#1,ABR 33 AM rep 3-R17 C4,3,1.085
64600,Mb500#1,ABR 33 AM rep 3-R11 C4,3,1.19
64601,Mb399,ABR 33 AM rep 3-R10 C4,3,1.135
64602,Mx2355#4,ABR 33 AM rep 3-R9 C4,3,1.343
64604,Mb512#1,ABR 33 AM rep 3-R7 C4,3,2.091
64606,Mb497#1,ABR 33 AM rep 3-R5 C4,3,1.911
64607,Mb72,ABR 33 AM rep 3-R4 C4,3,1.018
64610,Mb516,ABR 33 AM rep 3-R1 C4,3,1.317
64613,Mb83,ABR 33 AM rep 3-R3 C5,3,0.875
64616,Mb1156#13,ABR 33 AM rep 3-R6 C5,3,2.854
64617,Mb787#13,ABR 33 AM rep 3-R7 C5,3,0.926
64619,Mb232,ABR 33 AM rep 3-R9 C5,3,1.433
64622,Mb134,ABR 33 AM rep 3-R12 C5,3,2.377
64634,Mb965#15,ABR 33 AM rep 3-R24 C5,3,0.472
64637,Mb1361#900,ABR 33 AM rep 3-R27 C5,3,0.284
64639,Mb1039#900,ABR 33 AM rep 3-R29 C5,3,1.615
64644,Mb511#1,ABR 33 AM rep 3-R34 C5,3,0.748
64648,Mb761#15,ABR 33 AM rep 3-R38 C5,3,0.536
64664,Mb1470,ABR 33 AM rep 3-R27 C6,3,1.629
64675,Mb93,ABR 33 AM rep 3-R16 C6,3,0.47
64678,Mx713#16,ABR 33 AM rep 3-R13 C6,3,1.577
64679,Mb1162#20,ABR 33 AM rep 3-R12 C6,3,2.515
64680,Mb301,ABR 33 AM rep 3-R11 C6,3,1.577
64681,Mb1086#54,ABR 33 AM rep 3-R10 C6,3,4.751
64683,Mb1254#15,ABR 33 AM rep 3-R8 C6,3,1.806
64685,Mb224,ABR 33 AM rep 3-R6 C6,3,3.065
64686,Mx2094#1,ABR 33 AM rep 3-R5 C6,3,2.276
64687,Mb1484#50,ABR 33 AM rep 3-R4 C6,3,2.678
64688,Mb1239#11,ABR 33 AM rep 3-R3 C6,3,2.426
64689,Mb156,ABR 33 AM rep 3-R2 C6,3,0.749
64693,Mb1132#52,ABR 33 AM rep 3-R3 C7,3,0.945
64695,Mb1116#31,ABR 33 AM rep 3-R5 C7,3,1.21
64696,Mb1140#12,ABR 33 AM rep 3-R6 C7,3,2.333
64697,Mb207,ABR 33 AM rep 3-R7 C7,3,1.513
64699,Mb179,ABR 33 AM rep 3-R9 C7,3,3.595
64700,Mx1920#14,ABR 33 AM rep 3-R10 C7,3,0.558
64703,Mb1489#39,ABR 33 AM rep 3-R13 C7,3,2.952
64704,Mb174,ABR 33 AM rep 3-R14 C7,3,0.6
64715,Mb306,ABR 33 AM rep 3-R25 C7,3,0.688
64716,Mb56,ABR 33 AM rep 3-R26 C7,3,0.732
64746,Mx1551#21,ABR 33 AM rep 3-R25 C8,3,4.279
64754,Mb904#20,ABR 33 AM rep 3-R17 C8,3,2.271
64762,Mb89,ABR 33 AM rep 3-R9 C8,3,0.57
64763,Mx1960#1,ABR 33 AM rep 3-R8 C8,3,2.515
64764,Mb52,ABR 33 AM rep 3-R7 C8,3,2.856
64771,Mb66,ABR 33 AM rep 3-R1 C9,3,1.749
64772,Mb148,ABR 33 AM rep 3-R2 C9,3,1.654
64774,Mb55,ABR 33 AM rep 3-R4 C9,3,1.346
64781,Mb1146#2,ABR 33 AM rep 3-R11 C9,3,1.61
64782,Mb1406#1,ABR 33 AM rep 3-R12 C9,3,0.997
64784,Mb60,ABR 33 AM rep 3-R14 C9,3,0.569
64797,Mb312,ABR 33 AM rep 3-R27 C9,3,1.288
64803,Mb196,ABR 33 AM rep 3-R33 C9,3,1.356
64806,Mx1915#12,ABR 33 AM rep 3-R36 C9,3,0.901
64809,Mb2,ABR 33 AM rep 3-R39 C9,3,1.897
64817,Mb1485#42,ABR 33 AM rep 3-R34 C10,3,4.399
64820,Mb309,ABR 33 AM rep 3-R31 C10,3,1.887
64821,Mx2347#2,ABR 33 AM rep 3-R30 C10,3,2.623
64823,Mx1909#900,ABR 33 AM rep 3-R28 C10,3,0.849
64826,Mx2342#2,ABR 33 AM rep 3-R25 C10,3,0.622
64829,Mx1932#13,ABR 33 AM rep 3-R22 C10,3,2.664
64839,Mb192,ABR 33 AM rep 3-R12 C10,3,1.534
64840,Mb225,ABR 33 AM rep 3-R11 C10,3,3.411
64847,Mb217,ABR 33 AM rep 3-R4 C10,3,2.853
64851,Mb37,ABR 33 AM rep 3-R1 C11,3,0
64852,Mb956#19,ABR 33 AM rep 3-R2 C11,3,1.637
64855,Mb87,ABR 33 AM rep 3-R5 C11,3,0.881
64856,Mb1351#13,ABR 33 AM rep 3-R6 C11,3,1.591
64859,Mb1125#53,ABR 33 AM rep 3-R9 C11,3,4.796
64874,Mb1357#900,ABR 33 AM rep 3-R24 C11,3,0.798
64876,Mb1452#2,ABR 33 AM rep 3-R26 C11,3,1.114
64881,Mb1277#14,ABR 33 AM rep 3-R31 C11,3,0.965
64892,Mb199,ABR 33 AM rep 3-R39 C12,3,1.378
64908,Mb67,ABR 33 AM rep 3-R23 C12,3,0.611
64909,Mb1217#11,ABR 33 AM rep 3-R22 C12,3,1.084
64926,Mb193,ABR 33 AM rep 3-R5 C12,3,2.717
64927,Mb1229#16,ABR 33 AM rep 3-R4 C12,3,2.762
64928,Mb1295#12,ABR 33 AM rep 3-R3 C12,3,0.645
64930,Mb1141#12,ABR 33 AM rep 3-R1 C12,3,2.963
64931,Mx2463#3,ABR 33 AM rep 3-R1 C13,3,0.952
64935,Mx1774#3,ABR 33 AM rep 3-R5 C13,3,1.062
64937,Mb1329#5,ABR 33 AM rep 3-R7 C13,3,3.001
64939,Mb90,ABR 33 AM rep 3-R9 C13,3,0.887
64942,Mb213,ABR 33 AM rep 3-R12 C13,3,1.001
64943,Mx1787#1,ABR 33 AM rep 3-R13 C13,3,1.789
64952,Mb188,ABR 33 AM rep 3-R22 C13,3,4.132
64968,Mb117,ABR 33 AM rep 3-R38 C13,3,1.107
64975,Mb65,ABR 33 AM rep 3-R36 C14,3,0
64986,Mx437#90,ABR 33 AM rep 3-R25 C14,3,2.657
64987,Mb172,ABR 33 AM rep 3-R24 C14,3,0.026
65002,Mb218,ABR 33 AM rep 3-R9 C14,3,2.163
65004,Mb1486#1,ABR 33 AM rep 3-R7 C14,3,3.054
65005,Mb166,ABR 33 AM rep 3-R6 C14,3,1.495
65006,Mb1189#900,ABR 33 AM rep 3-R5 C14,3,1.06
65011,Mb31,ABR 33 AM rep 3-R1 C15,3,0.421
65013,Mx1736#11,ABR 33 AM rep 3-R3 C15,3,2.557
65015,Mb138,ABR 33 AM rep 3-R5 C15,3,2.827
65032,Mb1257#1,ABR 33 AM rep 3-R22 C15,3,1.646
65046,Mb21,ABR 33 AM rep 3-R36 C15,3,1.03
65070,Mx1985#1,ABR 33 AM rep 3-R21 C16,3,0.229
65076,Mb1038#900,ABR 33 AM rep 3-R15 C16,3,0.865
65079,Mb903#11,ABR 33 AM rep 3-R12 C16,3,1.667
65080,Mx1959#14,ABR 33 AM rep 3-R11 C16,3,0.939
65081,Mx1567#4,ABR 33 AM rep 3-R10 C16,3,2.868
65083,Mx1832#15,ABR 33 AM rep 3-R8 C16,3,2.555
65090,Mb116,ABR 33 AM rep 3-R1 C16,3,1.679
65093,Mb189,ABR 33 AM rep 3-R3 C17,3,3.583
65094,Mb1297#13,ABR 33 AM rep 3-R4 C17,3,1.375
65096,Mb195,ABR 33 AM rep 3-R6 C17,3,2.923
65102,Mb219,ABR 33 AM rep 3-R12 C17,3,0.224
65105,Mb221,ABR 33 AM rep 3-R15 C17,3,0.731
65111,Mx1769#2,ABR 33 AM rep 3-R21 C17,3,1.413
65112,Mb123,ABR 33 AM rep 3-R22 C17,3,0.057
65119,Mb961#16,ABR 33 AM rep 3-R29 C17,3,1.734
65151,Mb1468,ABR 33 AM rep 3-R20 C18,3,1.667
65156,Mb202,ABR 33 AM rep 3-R15 C18,3,2.5
65163,Mb142,ABR 33 AM rep 3-R8 C18,3,0.983
65164,Mb1375#13,ABR 33 AM rep 3-R7 C18,3,3.886
65166,Mb103,ABR 33 AM rep 3-R5 C18,3,1.239
65167,Mb153,ABR 33 AM rep 3-R4 C18,3,1.491
74826,Mb1051#3,ABR 33 AM rep 1-R24 C9,1,0.14
74827,Mb1062#15,ABR 33 AM rep 1-R11 C4,1,1.355
74828,Mb1063#19,ABR 33 AM rep 1-R4 C13,1,1.365
74829,Mb1067#18,ABR 33 AM rep 1-R18 C3,1,1.965
74830,Mb1069#920,ABR 33 AM rep 1-R22 C8,1,1.021
74834,Mb1145#14,ABR 33 AM rep 1-R2 C12,1,3.72
74835,Mb1148#11,ABR 33 AM rep 1-R11 C14,1,2.261
74836,Mb1158#15,ABR 33 AM rep 1-R8 C6,1,0.62
74837,Mb1159#112,ABR 33 AM rep 1-R8 C11,1,0.971
74838,Mb118,ABR 33 AM rep 1-R15 C13,1,1.035
74839,Mb1182#16,ABR 33 AM rep 1-R12 C13,1,3.218
74840,Mb1185#11,ABR 33 AM rep 1-R36 C1,1,2.734
74841,Mb119,ABR 33 AM rep 1-R23 C12,1,1.955
74842,Mb1190#15,ABR 33 AM rep 1-R12 C1,1,2.659
74843,Mb1194#14,ABR 33 AM rep 1-R33 C1,1,1.129
74844,Mb1196#8,ABR 33 AM rep 1-R30 C4,1,1.721
74845,Mb120,ABR 33 AM rep 1-R17 C15,1,1.281
74847,Mb1213#16,ABR 33 AM rep 1-R39 C1,1,2.415
74849,Mb1220#14,ABR 33 AM rep 1-R14 C6,1,1.689
74850,Mb1222#16,ABR 33 AM rep 1-R35 C1,1,1.064
74851,Mb1227#20,ABR 33 AM rep 1-R7 C16,1,3.886
74852,Mb1228#20,ABR 33 AM rep 1-R11 C12,1,2.927
74853,Mb1229#16,ABR 33 AM rep 1-R15 C9,1,1.645
74854,Mb1235#920,ABR 33 AM rep 1-R20 C2,1,0.817
74855,Mb1237#920,ABR 33 AM rep 1-R21 C2,1,2.341
74856,Mb1240#920,ABR 33 AM rep 1-R28 C8,1,0.001
74858,Mb1265#12,ABR 33 AM rep 1-R16 C8,1,1.701
74859,Mb1272#900,ABR 33 AM rep 1-R5 C3,1,2.317
74860,Mb1274#13,ABR 33 AM rep 1-R16 C10,1,1.96
74861,Mb1276#16,ABR 33 AM rep 1-R32 C7,1,2.133
74862,Mb1277#14,ABR 33 AM rep 1-R7 C10,1,2.866
